chain length,duration,throughput
3,48,92.4375
3,60,88.91666666666667
3,24,111.41666666666667
3,84,80.48809523809524
3,120,75.35833333333333
3,12,125.33333333333333
3,96,75.52083333333333
3,72,88.16666666666667
3,108,76.08333333333333
3,36,102.02777777777777
